Site,X,Y
LMRIA_Mypolonga_North,0,0
LMRIA_Neeta,0,0
LMRIA_Neeta_North,0,0
LMRIA_Placid_Estate_1,0,0
LMRIA_Placid_Estate_2,0,0
LMRIA_Pompoota,0,0
LMRIA_Pompoota_Field,0,0
LMRIA_Riverglen,0,0
LMRIA_Toora,0,0
LMRIA_Wall_Flat,0,0
LMRIA_Wellington,0,0
LMRIA_Westbrook_Park,0,0
LMRIA_Westbrook_Park_T_Junction,0,0
LMRIA_Woods_Pt,0,0
LMRIA_Yiddinga,0,0
LMRIA_Plume_Burdett,343625.8122,6112467.784
LMRIA_Plume_Jervois,355865.9982,6100008
LMRIA_Plume_Jervois_Wellington,354386.9074,6092491.666
LMRIA_Plume_Jervois_Woods_Point,359638.522,6096050.457
LMRIA_Plume_Jervois_Monteith,356115.1658,6099865.215
LMRIA_Plume_Long_Flat,345101.972,6111309.407
LMRIA_Plume_Mobilong,342929.1797,6113820.308
LMRIA_Plume_Monteith,348263.9528,6104461.23
LMRIA_Plume_Riverglen,346333.5578,6106263.842
LMRIA_Plume_Toora,345468.5453,6115835.749
LMRIA_Plume_Westbrook_Park,355806.7642,6100219.199
LMRIA_Plume_Woods_Point,351936.2545,6103146.683
Lake_Albert_Bascombe_Bay_1,0,0
Lake_Albert_Bascombe_Bay_2,0,0
Lake_Albert_Bascombe_Bay_3,0,0
Lake_Albert_Bascombe_Bay_4,0,0
Lake_Albert_Bascombe_Bay_5,0,0
Lake_Albert_Bascombe_Bay_6,0,0
Lake_Albert_Bascombe_Bay_7,0,0
Lake_Albert_Bascombe_Bay_8,0,0
Lake_Albert_Campbell_Park,0,0
Lake_Albert_Granite_1,0,0
Lake_Albert_Granite_2,0,0
Lake_Albert_Granite_3,0,0
Lake_Albert_Granite_4,0,0
Lake_Albert_Juron_Swamp_1,0,0
Lake_Albert_Juron_Swamp_2,0,0
Lake_Albert_Juron_Swamp_3,0,0
Lake_Albert_Juron_Swamp_4,0,0
Lake_Albert_Juron_Swamp_5,0,0
Lake_Albert_Juron_Swamp_6,0,0
Lake_Albert_Juron_Swamp_7,0,0
Lake_Albert_Juron_Swamp_8,0,0
Lake_Albert_Juron_Swamp_9,0,0
Lake_Albert_Narrows_1,0,0
Lake_Albert_Narrows_10,0,0
Lake_Albert_Narrows_11,0,0
Lake_Albert_Narrows_12,0,0
Lake_Albert_Narrows_13,0,0
Lake_Albert_Narrows_14,0,0
Lake_Albert_Narrows_15,0,0
Lake_Albert_Narrows_16,0,0
Lake_Albert_Narrows_17,0,0
Lake_Albert_Narrows_18,0,0
Lake_Albert_Narrows_19,0,0
Lake_Albert_Narrows_2,0,0
Lake_Albert_Narrows_3,0,0
Lake_Albert_Narrows_4,0,0
Lake_Albert_Narrows_5,0,0
Lake_Albert_Narrows_6,0,0
Lake_Albert_Narrows_7,0,0
Lake_Albert_Narrows_8,0,0
Lake_Albert_Narrows_9,0,0
Lake_Albert_Narrows_Salinity_Transect_A,0,0
Lake_Albert_Narrows_Salinity_Transect_B,0,0
Lake_Albert_Narrung,0,0
Lake_Albert_Narrung_Narrows_Swamp_1,0,0
Lake_Albert_Narrung_Narrows_Swamp_2,0,0
Lake_Albert_Narrung_Narrows_Swamp_3,0,0
Lake_Albert_Narrung_Swamp_1,0,0
Lake_Albert_Opening,0,0
Lake_Albert_Reedy_Point_1,0,0
Lake_Albert_Reedy_Point_2,0,0
Lake_Albert_Reedy_Point_3,0,0
Lake_Albert_Reedy_Point_4,0,0
Lake_Albert_Reedy_Point_5,0,0
Lake_Albert_Reedy_Point_6,0,0
Lake_Albert_Reedy_Point_7,0,0
Lake_Albert_Reedy_Point_A,0,0
Lake_Albert_Reedy_Point_B,0,0
Lake_Albert_Reedy_Point_C,0,0
Lake_Albert_Reedy_Point_D,0,0
Lake_Albert_Reedy_Point_E,0,0
Lake_Albert_Reedy_Point_F,0,0
Lake_Albert_Reedy_Point_G,0,0
Lake_Albert_Reedy_Point_H,0,0
Lake_Albert_Reedy_Point_I,0,0
Lake_Albert_Reedy_Point_Pool,0,0
Lake_Albert_Reedy_Point_South_1,0,0
Lake_Albert_Reedy_Point_South_2,0,0
Lake_Albert_Reedy_Point_South_3,0,0
Lake_Albert_Reedy_Point_South_4,0,0
Lake_Albert_Reedy_Point_South_Scum,0,0
Lake_Albert_Rumply_Point,0,0
Lake_Albert_Rumply_Point_North_1,0,0
Lake_Albert_Rumply_Point_North_2,0,0
Lake_Albert_Rumply_Point_North_3,0,0
Lake_Albert_Rumply_Point_North_A,0,0
Lake_Albert_Rumply_Point_Pool,0,0
Lake_Albert_Rumply_Point_Pool_1,0,0
Lake_Albert_Rumply_Point_Pool_2,0,0
Lake_Albert_Rumply_Point_South_1,0,0
Lake_Albert_Rumply_Point_South_2,0,0
Lake_Albert_Rumply_Point_South_3,0,0
Lake_Albert_Rumply_Point_South_West_Pool_1,0,0
Lake_Albert_Rumply_Point_South_West_Pool_2,0,0
Lake_Albert_Rumply_Point_South_West_Pool_2_A,0,0
Lake_Albert_Rumply_Point_South_West_Pool_2_B,0,0
Lake_Albert_Rumply_Point_South_West_Pool_2_C,0,0
Lake_Albert_Rumply_Point_South_West_Pool_2_D,0,0
Lake_Albert_South_West,0,0
Lake_Albert_Teringie_Swamp_1,0,0
Lake_Albert_Waltowa_2,0,0
Lake_Albert_Waltowa_3,0,0
Lake_Albert_Waringie_Point,0,0
Lake_Albert_Water_Level_Recorder,0,0
Lake_Alexandrina_Archive_Currency_1,0,0
Lake_Alexandrina_Archive_Currency_2,0,0
Lake_Alexandrina_Boggy_Lake_1,0,0
Lake_Alexandrina_Boggy_Lake_10,0,0
Lake_Alexandrina_Boggy_Lake_11,0,0
Lake_Alexandrina_Boggy_Lake_12,0,0
Lake_Alexandrina_Boggy_Lake_13,0,0
Lake_Alexandrina_Boggy_Lake_14,0,0
Lake_Alexandrina_Boggy_Lake_15,0,0
Lake_Alexandrina_Boggy_Lake_16,0,0
Lake_Alexandrina_Boggy_Lake_17,0,0
Lake_Alexandrina_Boggy_Lake_18,0,0
Lake_Alexandrina_Boggy_Lake_19,0,0
Lake_Alexandrina_Boggy_Lake_2,0,0
Lake_Alexandrina_Boggy_Lake_20,0,0
Lake_Alexandrina_Boggy_Lake_21,0,0
Lake_Alexandrina_Boggy_Lake_22,0,0
Lake_Alexandrina_Boggy_Lake_23,0,0
Lake_Alexandrina_Boggy_Lake_24,0,0
Lake_Alexandrina_Boggy_Lake_25,0,0
Lake_Alexandrina_Boggy_Lake_26,0,0
Lake_Alexandrina_Boggy_Lake_27,0,0
Lake_Alexandrina_Boggy_Lake_28,0,0
Lake_Alexandrina_Boggy_Lake_29,0,0
Lake_Alexandrina_Boggy_Lake_3,0,0
Lake_Alexandrina_Boggy_Lake_30,0,0
Lake_Alexandrina_Boggy_Lake_31,0,0
Lake_Alexandrina_Boggy_Lake_32,0,0
Lake_Alexandrina_Boggy_Lake_33,0,0
Lake_Alexandrina_Boggy_Lake_34,0,0
Lake_Alexandrina_Boggy_Lake_35,0,0
Lake_Alexandrina_Boggy_Lake_36,0,0
Lake_Alexandrina_Boggy_Lake_37,0,0
Lake_Alexandrina_Boggy_Lake_38,0,0
Lake_Alexandrina_Boggy_Lake_39,0,0
Lake_Alexandrina_Boggy_Lake_4,0,0
Lake_Alexandrina_Boggy_Lake_40,0,0
Lake_Alexandrina_Boggy_Lake_41,0,0
Lake_Alexandrina_Boggy_Lake_42,0,0
Lake_Alexandrina_Boggy_Lake_43,0,0
Lake_Alexandrina_Boggy_Lake_44,0,0
Lake_Alexandrina_Boggy_Lake_45,0,0
Lake_Alexandrina_Boggy_Lake_46,0,0
Lake_Alexandrina_Boggy_Lake_47,0,0
Lake_Alexandrina_Boggy_Lake_48,0,0
Lake_Alexandrina_Boggy_Lake_49,0,0
Lake_Alexandrina_Boggy_Lake_5,0,0
Lake_Alexandrina_Boggy_Lake_6,0,0
Lake_Alexandrina_Boggy_Lake_7,0,0
Lake_Alexandrina_Boggy_Lake_8,0,0
Lake_Alexandrina_Boggy_Lake_9,0,0
Lake_Alexandrina_Boggy_Lake_Boat_Ramp,0,0
Lake_Alexandrina_Dog_Lake_10,0,0
Lake_Alexandrina_Dog_Lake_11,0,0
Lake_Alexandrina_Dog_Lake_12,0,0
Lake_Alexandrina_Dog_Lake_13,0,0
Lake_Alexandrina_Dog_Lake_14,0,0
Lake_Alexandrina_Dog_Lake_15,0,0
Lake_Alexandrina_Dog_Lake_1b,0,0
Lake_Alexandrina_Dog_Lake_2,0,0
Lake_Alexandrina_Dog_Lake_3,0,0
Lake_Alexandrina_Dog_Lake_4,0,0
Lake_Alexandrina_Dog_Lake_5,0,0
Lake_Alexandrina_Dog_Lake_6,0,0
Lake_Alexandrina_Dog_Lake_7,0,0
Lake_Alexandrina_Dog_Lake_8,0,0
Lake_Alexandrina_Dog_Lake_9,0,0
Lake_Alexandrina_Eckerts_Road,0,0
Lake_Alexandrina_McHughes_Bay_1,0,0
Lake_Alexandrina_McHughes_Bay_2,0,0
Lake_Alexandrina_McHughes_Bay_3,0,0
Lake_Alexandrina_McHughes_Bay_4,0,0
Lake_Alexandrina_Point_Sturt_1,0,0
Lake_Alexandrina_Point_Sturt_2,0,0
Lake_Alexandrina_Point_Sturt_3,0,0
Lake_Alexandrina_Point_Sturt_4,0,0
Lake_Alexandrina_Point_Sturt_5,0,0
Lake_Alexandrina_Point_Sturt_6,0,0
Lake_Alexandrina_Point_Sturt_7,0,0
Lake_Alexandrina_Point_Sturt_8,0,0
Lake_Alexandrina_Mulgundawa_Recorder,0,0
Lake_Alexandrina_Beacon_97,0,0
Lake_Alexandrina_Clayton_east_of_regulator,0,0
Lake_Alexandrina_Clayton_west_of_regulator,0,0
Lake_Alexandrina_Ewe_Island_Barrage_site_1,0,0
Lake_Alexandrina_Ewe_Island_Barrage_site_2,0,0
Lake_Alexandrina_Ewe_Island_Barrage_site_3,0,0
Lake_Alexandrina_Goolwa_Barrage_Downstream,0,0
Lake_Alexandrina_Goolwa_Barrage_Upstream,0,0
Lake_Alexandrina_Islands,0,0
Lake_Alexandrina_Middle,0,0
Lake_Alexandrina_Narrung,0,0
Lake_Alexandrina_Off_Point_McLeay,0,0
Lake_Alexandrina_Opening,0,0
Lake_Alexandrina_Poltalloch_1A,0,0
Lake_Alexandrina_Poltalloch_1C,0,0
Lake_Alexandrina_Poltalloch_1E,0,0
Lake_Alexandrina_Tauwitcherie_Barrage_site_1,0,0
Lake_Alexandrina_Tauwitcherie_Barrage_site_2,0,0
Lake_Alexandrina_Tauwitcherie_Barrage_site_3,0,0
Lake_Alexandrina_Tauwitcherie_Barrage_site_4,0,0
Lake_Alexandrina_Top,0,0
Lake_Alexandrina_Top_A,0,0
Lake_Alexandrina_Top_E,0,0
Lake_Alexandrina_Top_G,0,0
Lake_Alexandrina_Wellington,0,0
Lake_Alexandrina_off_Point_Sturt,0,0
Lake_Alexandrina_off_Rat_Island,0,0
Lake_Alexandrina_off_Rat_Island_200_m_SE,0,0
Loveday_Bay,0,0
Loveday_Bay_LA_Nth,0,0
Loveday_Bay_LA_Sth,0,0
Loveday_Bay_LB1,0,0
Loveday_Bay_LB10,0,0
Loveday_Bay_LB11,0,0
Loveday_Bay_LB12,0,0
Loveday_Bay_LB2,0,0
Loveday_Bay_LB3,0,0
Loveday_Bay_LB4,0,0
Loveday_Bay_LB5,0,0
Loveday_Bay_LB6,0,0
Loveday_Bay_LB7,0,0
Loveday_Bay_LB8,0,0
Loveday_Bay_LB9,0,0
Meningie,0,0
Milang,0,0
Mobilong_Mole_1,0,0
Mobilong_Mole_10,0,0
Mobilong_Mole_11,0,0
Mobilong_Mole_12_A,0,0
Mobilong_Mole_12_B,0,0
Mobilong_Mole_13_A,0,0
Mobilong_Mole_13_B,0,0
Mobilong_Mole_2,0,0
Mobilong_Mole_3,0,0
Mobilong_Mole_4,0,0
Mobilong_Mole_5,0,0
Mobilong_Mole_6,0,0
Mobilong_Mole_7,0,0
Mobilong_Mole_8,0,0
Mobilong_Mole_9,0,0
Mobilong_Mole_NPED,0,0
Mobilong_Mole_NPSD,0,0
Mobilong_Mole_SPED,0,0
Mobilong_Mole_SPND,0,0
Mobilong_Mole_SPSD,0,0
Morella_Basin_North_Jack_Point,0,0
Morella_Basin_South_Salt_Creek,0,0
Murray_Mouth,0,0
Murray_Mouth_Goolwa_Beach_1,0,0
Murray_Mouth_Goolwa_Beach_2,0,0
Murray_Mouth_Goolwa_Beach_3,0,0
Murray_Mouth_S_Ocean_1,0,0
Murray_Mouth_S_Ocean_2,0,0
Murray_Mouth_S_Ocean_3,0,0
Murray_Mouth_Young_Husband_1,0,0
Murray_Mouth_Young_Husband_2,0,0
Murray_Mouth_Young_Husband_3,0,0
Narrung_Narrows,0,0
Pelican_Point,0,0
Point_Sturt_Bore_PS_1D,0,0
Point_Sturt_Bore_PS_1S,0,0
Point_Sturt_Bore_PS_2D,0,0
Point_Sturt_Bore_PS_2S,0,0
Point_Sturt_Bore_PS_3D,0,0
Point_Sturt_Bore_PS_3S,0,0
Point_Sturt_Bore_PS_4D,0,0
Point_Sturt_Bore_PS_4S,0,0
Poltalloch,0,0
Rainwater_Yule_Street_Meningie,0,0
River_Murray_Survey_2011,495996.494,6241657.481
Salt_Creek_Flow_Gauge_Composite,0,0
Salt_Creek_Flow_Gauge_Creek,0,0
Salt_Lagoon_SL1,0,0
Salt_Lagoon_SL10,0,0
Salt_Lagoon_SL11,0,0
Salt_Lagoon_SL12,0,0
Salt_Lagoon_SL13,0,0
Salt_Lagoon_SL14,0,0
Salt_Lagoon_SL15,0,0
Salt_Lagoon_SL16,0,0
Salt_Lagoon_SL17,0,0
Salt_Lagoon_SL2,0,0
Salt_Lagoon_SL3,0,0
Salt_Lagoon_SL4,0,0
Salt_Lagoon_SL5,0,0
Salt_Lagoon_SL6,0,0
Salt_Lagoon_SL7,0,0
Salt_Lagoon_SL8,0,0
Salt_Lagoon_SL9,0,0
Tauwitchere_Bogon_Island_East,0,0
Tauwitchere_Boundary_Creek_North,0,0
Tauwitchere_Long_Island_North,0,0
Tauwitchere_Mud_Island_1,0,0
Tauwitchere_Mud_Island_2,0,0
Tauwitchere_Mundoo_Channel_North,0,0
Waltowa,0,0
Windmill_Bore_WM_1D,0,0
Windmill_Bore_WM_1S,0,0
Windmill_Bore_WM_2S,0,0
Windmill_Bore_WM_3S,0,0
Windmill_Bore_WM_4D,0,0
Windmill_Bore_WM_4S,0,0
