Date,Total_IRR,Latest Run>Water User>SA IRRI LLakes>Demand & Storage Interface>Demand Model>Total Water Supplied,Latest Run>Water User>SA IRRI LMRIA>Demand & Storage Interface>Demand Model>Total Water Supplied,Riverlands Below L1,Latest Run>Water User>SA IRRI Riverlands>Demand & Storage Interface>Demand Model>Total Water Supplied
11/03/2018,212.6957721,77.553,129.243,5.899772069,137.2040016
12/03/2018,185.3678945,75.438,105.147,4.782894457,111.2301037
13/03/2018,183.0426868,75.419,102.957,4.666686755,108.527599
14/03/2018,184.9051819,79.588,100.766,4.551181854,105.8414385
15/03/2018,167.3976673,68.979,94.194,4.224667339,98.24807765
16/03/2018,154.1909945,60.392,89.813,3.985994466,92.69754573
17/03/2018,126.8714537,93.847,32.858,0.166453731,3.87101701
18/03/2018,149.457899,53.986,92.004,3.467898971,80.64881329
19/03/2018,159.8593314,61.773,94.194,3.892331431,90.5193356
20/03/2018,131.6945719,47.195,81.051,3.448571947,80.19934761
21/03/2018,184.9526879,77.654,102.957,4.341687919,100.9694865
22/03/2018,222.7390399,101.787,116.1,4.852039903,112.8381373
23/03/2018,210.8985416,101.397,105.147,4.354541555,101.2684082
24/03/2018,220.3720179,94.947,120.481,4.94401791,114.9771607
25/03/2018,141.9031404,64.396,74.479,3.028140372,70.42186912
26/03/2018,77.47897753,0,74.479,2.999977532,69.76691935
27/03/2018,169.4986857,64.712,100.766,4.020685734,93.50431939
28/03/2018,173.8154735,57.681,111.719,4.415473544,102.6854313
29/03/2018,154.1562314,65.38,85.432,3.344231419,77.77282369
30/03/2018,149.919928,61.176,85.432,3.311927981,77.02158095
31/03/2018,164.0228056,70.762,89.813,3.44780564,80.18152652
1/04/2018,255.5509737,101.559,148.353,5.63897367,131.1389226
2/04/2018,198.9294609,84.296,110.476,4.157460946,96.68513828
3/04/2018,222.8410467,95.154,123.101,4.586046705,106.6522489
4/04/2018,217.323895,86.41,126.258,4.655894951,108.2766268
5/04/2018,205.3269468,77.733,123.101,4.492946757,104.4871339
6/04/2018,206.7213802,85.714,116.789,4.218380235,98.10186592
7/04/2018,253.4821169,112.904,135.727,4.851116948,112.8166732
8/04/2018,344.1803833,148.096,189.387,6.697383328,155.7531007
9/04/2018,327.7040508,144.759,176.761,6.184050791,143.8151347
10/04/2018,349.3566254,146.884,195.7,6.77262536,157.5029153
11/04/2018,300.3342438,127.316,167.292,5.726243757,133.1684595
12/04/2018,228.7776461,91.719,132.571,4.487646114,104.3638631
13/04/2018,199.178894,75.219,119.945,4.014893977,93.36962738
14/04/2018,86.49254033,4.97,78.911,2.611540332,60.7334961
15/04/2018,99.73226704,35.677,62.498,1.557267038,36.21551251
16/04/2018,142.0062304,44.251,94.693,3.062230449,71.2146616
17/04/2018,177.5803073,76.603,97.85,3.12730727,72.72807605
18/04/2018,203.394055,89.429,110.476,3.489054971,81.14081329
19/04/2018,243.3772138,96.905,142.04,4.432213753,103.0747384
20/04/2018,252.6932047,109.528,138.884,4.281204706,99.56290014
21/04/2018,233.3365793,93.477,135.727,4.132579255,96.1064943
22/04/2018,210.8664296,77.561,129.414,3.891429644,90.49836382
23/04/2018,249.3532449,90.095,154.666,4.592244901,106.796393
24/04/2018,126.7095015,0,123.101,3.608501485,83.91863918
25/04/2018,111.7659724,33.819,75.755,2.19197244,50.97610326
26/04/2018,122.875327,44.957,75.755,2.163326954,50.30992916
27/04/2018,130.1844596,39.313,88.381,2.490459595,57.917665
28/04/2018,145.8785439,48.553,94.693,2.632543918,61.22195157
29/04/2018,130.6481712,46.317,82.068,2.26317125,52.63188953
30/04/2018,148.5711237,57.759,88.381,2.431123725,56.53776106
1/05/2018,240.8895775,103.105,134.105,3.679577516,85.57157014
2/05/2018,288.6909752,127.953,156.456,4.281975247,99.58081969
3/05/2018,157.4427951,42.638,111.754,3.050795116,70.94872363
4/05/2018,56.75864424,0,56.324,0.434644241,10.1080056
5/05/2018,100.149669,0,98.344,1.805669045,41.99230338
6/05/2018,101.0082123,0,98.344,2.664212295,61.95842546
7/05/2018,122.3987576,7.625,111.754,3.019757567,70.22692015
8/05/2018,93.18963606,10.558,80.463,2.168636064,50.43339684
9/05/2018,134.1392222,46.923,84.933,2.283222244,53.09819172
10/05/2018,60.81941597,0,59.9,0.919415966,21.38176666
11/05/2018,0,0,0,0,0
12/05/2018,30.49855473,0,30.397,0.101554727,2.361737843
13/05/2018,94.52193161,0,93.874,0.647931607,15.06817691
14/05/2018,63.31310343,0,62.582,0.731103434,17.00240544
15/05/2018,72.47732315,0,71.523,0.954323155,22.19356174
16/05/2018,81.69397691,0,80.463,1.230976911,28.62737002
17/05/2018,68.17554236,0,67.053,1.122542356,26.10563618
18/05/2018,82.58356618,0,80.463,2.120566177,49.3154925
19/05/2018,55.05545112,0,53.642,1.413451115,32.87095617
20/05/2018,55.05518862,0,53.642,1.413188624,32.86485171
21/05/2018,73.40690857,0,71.523,1.883908565,43.8118271
22/05/2018,82.58200393,0,80.463,2.119003927,49.2791611
23/05/2018,68.81851202,0,67.053,1.765512019,41.05841905
24/05/2018,91.75658701,0,89.403,2.353587007,54.73458155
25/05/2018,103.0044953,15.836,84.933,2.23549529,51.98826256
26/05/2018,159.2077191,67.452,89.403,2.35271909,54.71439744
27/05/2018,173.7265888,49.856,120.695,3.175588844,73.85090334
28/05/2018,55.721,55.721,0,0,0
29/05/2018,41.058,41.058,0,0,0
30/05/2018,0,0,0,0,0
31/05/2018,11.66082763,0,11.622,0.038827632,0.902968181
1/06/2018,94.66585653,0,90.581,4.084856535,94.9966636
2/06/2018,140.6417283,28.227,107.565,4.849728281,112.7843786
3/06/2018,177.7573022,59.426,113.226,5.105302245,118.7279592
4/06/2018,82.88522877,11.885,67.936,3.064228774,71.26113428
5/06/2018,129.6055984,40.855,84.919,3.831598427,89.10694016
6/06/2018,165.9284931,59.426,101.903,4.599493064,106.964955
7/06/2018,237.0613694,89.139,141.532,6.390369421,148.6132423
8/06/2018,46.70109549,44.57,0,2.131095489,49.56036022
9/06/2018,43.084,43.084,0,0,0
10/06/2018,44.59192654,44.57,0,0.021926541,0.509919552
11/06/2018,58.58845792,56.455,0,2.133457916,49.61530038
12/06/2018,28.227,28.227,0,0,0
13/06/2018,1.541966301,0,0,1.541966301,35.85968141
14/06/2018,0,0,0,0,0
15/06/2018,0,0,0,0,0
16/06/2018,0,0,0,0,0
17/06/2018,0,0,0,0,0
18/06/2018,0.201598009,0,0,0.201598009,4.688325795
19/06/2018,1.069874627,0,0,1.069874627,24.88080528
20/06/2018,1.308107191,0,0,1.308107191,30.42109746
21/06/2018,1.665472971,0,0,1.665472971,38.73192956
22/06/2018,1.666086863,0,0,1.666086863,38.74620612
23/06/2018,1.90479784,0,0,1.90479784,44.29762417
24/06/2018,1.190934196,0,0,1.190934196,27.69614409
25/06/2018,1.191374505,0,0,1.191374505,27.70638383
26/06/2018,1.310990368,0,0,1.310990368,30.48814809
27/06/2018,1.669147858,0,0,1.669147858,38.81739204
28/06/2018,69.71345117,0,67.936,1.777451167,41.33607364
29/06/2018,110.1912907,0,107.565,2.626290683,61.07652752
30/06/2018,75.39450216,0,73.597,1.79750216,41.80237583
1/07/2018,37.70318292,0,36.804,0.899182922,20.91123074
2/07/2018,49.30522618,0,48.129,1.176226182,27.35409726
3/07/2018,63.80665621,0,62.284,1.522656211,35.41060957
4/07/2018,104.2405365,23.031,79.271,1.938536516,45.08224455
5/07/2018,138.2029127,48.292,87.764,2.146912743,49.92820332
6/07/2018,49.30671222,0,48.129,1.177712225,27.38865639
7/07/2018,3.408350658,0,3.397,0.011350658,0.263968781
8/07/2018,40.60649181,0,39.636,0.970491809,22.56957695
9/07/2018,13.68108385,0,13.589,0.09208385,2.141484891
10/07/2018,31.9050089,0,31.142,0.763008901,17.74439304
11/07/2018,31.90525022,0,31.142,0.763250224,17.7500052
12/07/2018,0,0,0,0,0
13/07/2018,0.719659634,0,0,0.719659634,16.73627056
14/07/2018,32.77383141,0,31.708,1.065831405,24.78677687
15/07/2018,72.51484536,0,70.778,1.736845364,40.39175265
16/07/2018,69.6148989,0,67.947,1.667898904,38.78834661
17/07/2018,63.81338786,0,62.284,1.529387858,35.5671595
18/07/2018,63.81386627,0,62.284,1.529866271,35.57828537
19/07/2018,72.51702997,0,70.778,1.739029974,40.44255753
20/07/2018,0,0,0,0,0
21/07/2018,0.721759569,0,0,0.721759569,16.78510626
22/07/2018,1.323708524,0,0,1.323708524,30.78391915
23/07/2018,81.22116237,0,79.271,1.950162366,45.35261317
24/07/2018,56.00383662,0,54.924,1.079836618,25.11247949
25/07/2018,46.41307827,0,45.298,1.115078272,25.93205283
26/07/2018,58.01628497,0,56.622,1.394284973,32.42523194
27/07/2018,94.65019315,30.832,62.284,1.534193153,35.67891055
28/07/2018,82.58896378,31.575,49.828,1.185963785,27.58055313
29/07/2018,83.79103642,31.575,50.96,1.256036419,29.21014929
30/07/2018,82.97823183,27.861,53.791,1.326231833,30.84260076
31/07/2018,86.25046958,28.232,56.622,1.396469583,32.47603682
1/08/2018,80.89137362,31.575,48.129,1.18737362,27.61334
2/08/2018,124.7604149,46.434,76.44,1.886414939,43.87011487
3/08/2018,0,0,0,0,0
4/08/2018,0,0,0,0,0
5/08/2018,1.874708648,0,0,1.874708648,43.59787553
6/08/2018,1.088934926,0,0,1.088934926,25.32406804
7/08/2018,0,0,0,0,0
8/08/2018,1.27134139,0,0,1.27134139,29.56607885
9/08/2018,52.46261369,0,50.96,1.502613685,34.9445043
10/08/2018,105.1845183,0.743,101.92,2.521518313,58.63996078
11/08/2018,0,0,0,0,0
12/08/2018,0,0,0,0,0
13/08/2018,0.849089307,0,0,0.849089307,19.74626296
14/08/2018,1.51677978,0,0,1.51677978,35.27394837
15/08/2018,2.472724457,0,0,2.472724457,57.50521993
16/08/2018,20.94766473,19.688,0,1.259664735,29.29452872
17/08/2018,31.26089349,29.718,0,1.54289349,35.88124395
18/08/2018,0.063679687,0,0,0.063679687,1.480922954
19/08/2018,30.81013907,0,29.444,1.366139068,31.77067601
20/08/2018,52.40072487,0,50.96,1.44072487,33.50522954
21/08/2018,64.04819109,0,62.284,1.764191092,41.02769982
22/08/2018,85.35585546,9.658,73.609,2.088855463,48.57803402
23/08/2018,151.0006855,52.006,96.258,2.73668546,63.64384791
24/08/2018,145.182507,52.006,90.596,2.580507016,60.01179107
25/08/2018,124.2521467,42.719,79.271,2.262146685,52.60806244
26/08/2018,102.2676476,35.29,65.116,1.861647559,43.29412928
27/08/2018,109.7000981,42.719,65.116,1.865098057,43.37437342
28/08/2018,133.551759,52.006,79.271,2.274758997,52.90137202
29/08/2018,188.1360552,68.723,116.076,3.337055229,77.60593556
30/08/2018,151.0364182,52.006,96.258,2.772418228,64.47484251
31/08/2018,7.429,7.429,0,0,0
1/09/2018,0.29562938,0,0,0.29562938,6.875101861
2/09/2018,19.22390016,3.715,14.156,1.352900162,31.46279448
3/09/2018,105.2084157,35.29,67.947,1.971415742,45.84687773
4/09/2018,131.7241877,50.149,79.271,2.304187725,53.58576106
5/09/2018,153.9804887,52.006,99.089,2.885488728,67.10438903
6/09/2018,126.6135592,30.461,93.427,2.725559191,63.38509746
7/09/2018,110.7948274,40.862,67.947,1.985827394,46.18203242
8/09/2018,145.2434704,49.081,93.427,2.735470377,63.61559015
9/09/2018,164.5185989,56.695,104.751,3.072598879,71.45578787
10/09/2018,164.5973773,68.425,93.427,2.745377329,63.84598439
11/09/2018,223.9231731,78.2,141.556,4.167173146,96.9110034
12/09/2018,133.3983141,48.875,82.102,2.421314149,56.30963138
13/09/2018,150.927242,54.74,93.427,2.760241991,64.1916742
14/09/2018,233.8611044,87.975,141.556,4.330104406,100.7001025
15/09/2018,124.0560991,36.339,84.933,2.784099117,64.74649109
16/09/2018,115.3646597,30.561,82.102,2.701659727,62.82929598
17/09/2018,178.5752021,64.515,110.413,3.647202104,84.81865359
18/09/2018,160.0395112,54.74,101.92,3.379511176,78.59328317
19/09/2018,122.0088182,48.875,70.778,2.355818188,54.78646948
20/09/2018,76.06833737,0,73.609,2.45933737,57.19389234
21/09/2018,159.3051559,56.893,99.089,3.32315586,77.28269442
22/09/2018,197.1750126,62.56,130.231,4.38401262,101.9537819
23/09/2018,140.5878578,52.785,84.933,2.869857759,66.74087813
24/09/2018,156.217654,56.695,96.258,3.264654037,75.92218691
25/09/2018,164.0395586,58.65,101.92,3.469558598,80.68740925
26/09/2018,209.9625609,84.065,121.738,4.159560881,96.73397398
27/09/2018,113.4500484,2.538,107.582,3.330048389,77.44298579
28/09/2018,87.18271758,2.529,82.102,2.551717583,59.34226936
29/09/2018,107.2305127,2.13,101.92,3.180512684,73.96541125
30/09/2018,128.2946067,5.662,118.907,3.72560674,86.64201721
1/10/2018,170.6703324,18.469,147.218,4.983332422,115.8914517
2/10/2018,199.5740321,21.236,172.698,5.640032105,131.1635373
3/10/2018,105.1659351,8.658,93.427,3.080935113,71.64965379
4/10/2018,111.764185,8.361,100.221,3.182185011,74.00430258
5/10/2018,141.4661386,15.636,121.738,4.092138568,95.16601321
6/10/2018,147.4191357,12.769,130.231,4.419135729,102.7705984
7/10/2018,164.0055478,20.53,138.724,4.751547845,110.5011127
8/10/2018,165.8976237,19.448,141.556,4.8936237,113.8052023
9/10/2018,33.62869422,0.261,32.841,0.526694221,12.24870282
10/10/2018,93.06822019,9.08,82.102,1.886220187,43.86558575
11/10/2018,152.2566313,17.399,130.231,4.626631339,107.5960776
12/10/2018,153.3966477,21.43,127.4,4.566647707,106.2011095
13/10/2018,168.332779,24.592,138.724,5.01677897,116.6692784
14/10/2018,168.1855561,18.531,144.387,5.267556106,122.5013048
15/10/2018,117.9769,0.047,113.811,4.11890004,95.78837302
16/10/2018,0,0,0,0,0
17/10/2018,54.83307049,2.086,50.394,2.35307049,54.72256954
18/10/2018,127.3273255,3.995,118.907,4.425325458,102.9145455
19/10/2018,164.1184001,11.295,147.218,5.60540011,130.3581421
20/10/2018,153.7784264,21.487,127.4,4.891426389,113.7541021
21/10/2018,159.1246226,23.852,130.231,5.041622558,117.2470362
22/10/2018,235.1336825,32.162,195.347,7.624682519,177.3181981
23/10/2018,166.4058365,22.223,138.724,5.45883649,126.9496858
24/10/2018,160.0571199,24.66,130.231,5.166119923,120.1423238
25/10/2018,222.1980081,24.929,189.684,7.585008139,176.3955381
26/10/2018,177.9348979,21.838,150.049,6.047897939,140.6487893
27/10/2018,69.72367244,21.506,42.467,5.750672439,133.7365683
28/10/2018,58.41279182,21.733,32.275,4.404791817,102.437019
29/10/2018,81.65033042,26.584,48.412,6.654330424,154.7518703
30/10/2018,94.37415088,31.53,55.207,7.637150884,177.6081601
31/10/2018,106.993252,35.392,62.851,8.750251999,203.4942325
1/11/2018,64.7011874,4.814,58.604,1.283187396,29.84156734
2/11/2018,66.48105148,13.525,51.809,1.147051478,26.67561577
3/11/2018,67.20854037,25.528,40.768,0.912540372,21.22186912
4/11/2018,55.72052789,15.668,38.22,1.832527894,42.61692776
5/11/2018,35.87292098,20.227,14.778,0.867920984,20.18420893
6/11/2018,49.02146764,20.024,27.179,1.818467642,42.28994517
7/11/2018,57.99144363,25.27,30.576,2.145443635,49.89403802
8/11/2018,68.13054405,26.146,39.069,2.91554405,67.80335001
9/11/2018,89.14508431,33.472,50.96,4.713084315,109.606612
10/11/2018,87.24283814,32.484,50.111,4.647838144,108.0892592
11/11/2018,106.5761168,39.996,58.604,7.976116829,185.4910891
12/11/2018,102.5480605,41.022,53.508,8.018060494,186.4665231
13/11/2018,65.34502817,21.364,38.22,5.761028167,133.9773992
14/11/2018,80.06661559,26.271,46.713,7.082615587,164.7119904
15/11/2018,89.38754847,32.62,49.261,7.506548465,174.5708945
16/11/2018,92.25301853,31.536,52.659,8.058018534,187.3957799
17/11/2018,96.99931306,35.269,53.508,8.222313058,191.2165827
18/11/2018,115.3620409,46.735,59.453,9.17404093,213.3497891
19/11/2018,114.67178,45.025,60.303,9.343780044,217.2972103
20/11/2018,30.42556706,0,26.329,4.09656706,95.2690014
21/11/2018,9.986731737,0,9.343,0.643731737,14.9705055
22/11/2018,21.0405392,0,19.535,1.5055392,35.01253952
23/11/2018,44.92549478,0,39.069,5.856494776,136.1975529
24/11/2018,37.37941316,0,32.275,5.104413159,118.7072828
25/11/2018,53.14706202,0,45.864,7.283062019,169.3735353
26/11/2018,48.04420457,0,41.447,6.597204567,153.423362
27/11/2018,26.46909624,0,23.272,3.197096244,74.35107545
28/11/2018,52.95530156,3.663,42.467,6.825301556,158.7279432
29/11/2018,63.78189851,7.558,48.412,7.811898513,181.6720584
30/11/2018,69.787335,9.585,51.809,8.393334995,195.1938371
1/12/2018,107.024257,34.939,62.001,10.08425698,234.5176042
2/12/2018,97.14975083,39.845,49.261,8.04375083,187.0639728
3/12/2018,95.5278088,36.214,50.96,8.353808796,194.2746232
4/12/2018,96.82427444,36.489,51.809,8.526274439,198.2854521
5/12/2018,137.1349467,59.942,66.248,10.94494673,254.533645
6/12/2018,154.2194958,70.053,72.193,11.97349582,278.4533912
7/12/2018,134.4207572,55.161,67.947,11.31275715,263.0873756
8/12/2018,73.31548696,18.795,46.713,7.807486955,181.5694641
9/12/2018,85.13496031,39.511,39.069,6.554960307,152.4409374
10/12/2018,95.69754746,38.14,49.261,8.29654746,192.9429642
11/12/2018,118.7762126,49.272,59.453,10.05121264,233.7491311
12/12/2018,26.034,26.034,0,0,0
13/12/2018,0,0,0,0,0
14/12/2018,0,0,0,0,0
15/12/2018,0,0,0,0,0
16/12/2018,0,0,0,0,0
17/12/2018,0,0,0,0,0
18/12/2018,0.510487464,0,0,0.510487464,11.87180148
19/12/2018,29.17402159,4.684,19.874,4.616021586,107.3493392
20/12/2018,67.84572272,7.029,53.508,7.308722718,169.9702958
21/12/2018,99.33173296,37.652,52.659,9.020732962,209.7844875
22/12/2018,105.4772297,42.803,53.508,9.166229679,213.1681321
23/12/2018,126.2761949,55.643,60.303,10.33019495,240.2370919
24/12/2018,151.9111429,69.34,70.495,12.07614286,280.8405315
25/12/2018,142.331618,54.787,74.741,12.80361797,297.7585575
26/12/2018,150.5916006,59.067,78.139,13.38560061,311.2930374
27/12/2018,165.8611081,75.332,77.289,13.24010813,307.9094913
28/12/2018,131.3661429,48.795,70.495,12.07614286,280.8405315
29/12/2018,86.82877426,35.098,44.165,7.565774257,175.9482385
30/12/2018,105.1992362,44.515,51.809,8.875236245,206.4008429
31/12/2018,124.5411668,47.939,65.399,11.20316679,260.5387625
1/01/2019,126.3916635,48.795,66.248,11.3486635,263.922407
2/01/2019,128.9596635,51.363,66.248,11.3486635,263.922407
3/01/2019,160.8876288,75.332,73.043,12.51262877,290.9913668
4/01/2019,137.6121081,47.083,77.289,13.24010813,307.9094913
5/01/2019,106.4947503,48.795,49.261,8.438750327,196.2500076
6/01/2019,106.4717222,42.803,54.357,9.311722163,216.5516782
7/01/2019,97.93375033,40.234,49.261,8.438750327,196.2500076
8/01/2019,116.5822015,47.939,58.604,10.03920152,233.4698027
9/01/2019,112.3252297,49.651,53.508,9.166229679,213.1681321
10/01/2019,110.0352189,45.371,55.207,9.45721888,219.9353228
11/01/2019,151.3321321,66.772,72.193,12.36713206,287.6077222
12/01/2019,135.2066288,49.651,73.043,12.51262877,290.9913668
13/01/2019,128.5201494,47.939,68.796,11.78514942,274.0732423
14/01/2019,157.3011081,66.772,77.289,13.24010813,307.9094913
15/01/2019,155.8901255,69.34,73.892,12.65812549,294.3750114
16/01/2019,125.6741602,47.083,67.097,11.49416022,267.3060516
17/01/2019,130.9661228,57.355,62.851,10.7601228,250.235414
18/01/2019,86.65209682,29.962,48.412,8.27809682,192.5138795
19/01/2019,113.8367671,46.227,57.755,9.854767089,229.18063
20/01/2019,125.1810013,49.651,64.549,10.98100127,255.3721225
21/01/2019,132.5460462,53.075,67.947,11.52404619,268.0010742
22/01/2019,148.4676068,65.06,71.344,12.06360675,280.5489942
23/01/2019,148.8404978,62.492,73.892,12.45649785,289.6859964
24/01/2019,147.0499984,54.787,78.988,13.27499838,308.7208925
25/01/2019,118.5731468,40.234,67.097,11.24214683,261.4452752
26/01/2019,99.58063649,44.515,47.563,7.502636489,174.4799184
27/01/2019,86.99318161,45.371,35.842,5.780181608,134.4228281
28/01/2019,115.7348029,51.363,55.207,9.164802909,213.1349514
29/01/2019,132.5866157,57.355,64.549,10.68261572,248.4329238
30/01/2019,152.4544583,69.34,71.344,11.77045834,273.7315894
31/01/2019,102.1442985,42.803,50.96,8.381298472,194.913918
1/02/2019,119.707645,50.507,59.453,9.747644993,226.6894185
2/02/2019,144.2440817,64.204,68.796,11.24408165,261.490271
3/02/2019,153.4276459,68.484,73.043,11.90064585,276.7592059
4/02/2019,97.36477114,41.09,48.412,7.862771135,182.8551427
5/02/2019,111.6204863,44.515,57.755,9.350486289,217.4531695
6/02/2019,68.03781654,38.522,25.99,3.525816538,81.99573344
7/02/2019,101.1040791,41.946,50.96,8.198079129,190.653003
8/02/2019,84.59351865,32.36,45.015,7.218518649,167.8725267
9/02/2019,87.17863484,35.954,44.165,7.059634845,164.1775545
10/02/2019,88.86795046,37.666,44.165,7.036950465,163.6500108
11/02/2019,92.05471784,35.954,48.412,7.68871784,178.8073916
12/02/2019,54.04823539,16.664,32.275,5.109235389,118.8194277
13/02/2019,79.47579574,34.242,39.069,6.164795741,143.3673428
14/02/2019,94.16737889,41.09,45.864,7.213378888,167.7529974
15/02/2019,109.1052702,46.227,54.357,8.521270158,198.1690734
16/02/2019,107.4920595,43.659,55.207,8.626059463,200.606034
17/02/2019,113.7062471,47.939,56.905,8.86224713,206.0987705
18/02/2019,82.19413344,35.098,40.768,6.328133439,147.1658939
19/02/2019,80.94299404,36.81,38.22,5.91299404,137.5114893
20/02/2019,87.91007318,35.954,45.015,6.941073183,161.4203066
21/02/2019,92.41400938,38.522,46.713,7.179009385,166.9537066
22/02/2019,104.7529308,41.09,55.207,8.455930845,196.6495545
23/02/2019,111.9425397,45.371,57.755,8.81653967,205.0358063
24/02/2019,131.356968,59.923,62.001,9.432968016,219.3713492
25/02/2019,131.938558,62.492,60.303,9.143558,212.6408837
26/02/2019,110.626934,40.234,61.152,9.240934026,214.9054425
27/02/2019,128.6934337,57.355,62.001,9.337433667,217.1496202
28/02/2019,119.981118,49.651,61.152,9.178118022,213.4446052
1/03/2019,139.5676185,65.916,62.851,10.80061853,251.1771751
2/03/2019,140.3913363,66.772,62.851,10.76833626,250.4264247
3/03/2019,94.15856736,26.538,57.755,9.86556736,229.4317991
4/03/2019,130.2429911,82.532,40.768,6.942991067,161.4649085
5/03/2019,127.1901552,74.533,45.015,7.642155165,177.7245387
6/03/2019,122.6649483,79.964,36.521,6.179948297,143.7197278
7/03/2019,199.2710174,132.871,59.453,6.947017354,161.5585431
8/03/2019,285.7964185,113.86,164.204,7.732418507,179.8236862
9/03/2019,286.5015905,105.7,172.698,8.103590514,188.4555934
10/03/2019,182.807832,73.159,104.751,4.897832038,113.9030706
